
Iter 0040 | Total Loss 223.062973
Iter 0080 | Total Loss 190.464066
Iter 0120 | Total Loss 249.252563
Iter 0160 | Total Loss 102.903038
Iter 0200 | Total Loss 152.538864
Iter 0240 | Total Loss 256.569092
Iter 0280 | Total Loss 396.774292
Iter 0320 | Total Loss 234.042908
Iter 0360 | Total Loss 286.667450
